GEOID,Census Tracts,TotalPop,WhitePerc,Median_household_income,Mean_household_income,Bach_or_higher_perc,No_high_school_grad_perc,Percent_insured
40109109500,"Census Tract 1095, Oklahoma County, Oklahoma",3337,13.69,24375,46434,13.3,18.3,84.6
40109109600,"Census Tract 1096, Oklahoma County, Oklahoma",793,60.66,70424,87998,71.4,2.3,95.1
40109109700,"Census Tract 1097, Oklahoma County, Oklahoma",2418,57.61,64347,99940,84.2,1.3,95.5
40109109800,"Census Tract 1098, Oklahoma County, Oklahoma",686,38.19,31768,41241,6.4,15.0,73.2
40109109900,"Census Tract 1099, Oklahoma County, Oklahoma",1564,58.06,38482,70099,17.1,20.0,69.0
40109110000,"Census Tract 1100, Oklahoma County, Oklahoma",1552,38.21,34511,44598,3.7,37.3,66.3
40109980001,"Census Tract 9800.01, Oklahoma County, Oklahoma",61,50.82,0,0,0.0,0.0,0.0
40109980002,"Census Tract 9800.02, Oklahoma County, Oklahoma",0,0.00,0,0,0.0,0.0,0.0
40109980003,"Census Tract 9800.03, Oklahoma County, Oklahoma",42,19.05,0,0,0.0,0.0,0.0
40109980004,"Census Tract 9800.04, Oklahoma County, Oklahoma",14,78.57,0,0,37.5,0.0,29.4
40109980005,"Census Tract 9800.05, Oklahoma County, Oklahoma",1,0.00,0,0,0.0,0.0,0.0
40109980006,"Census Tract 9800.06, Oklahoma County, Oklahoma",44,61.36,0,0,0.0,58.3,0.0
40109980007,"Census Tract 9800.07, Oklahoma County, Oklahoma",192,70.31,62708,86929,21.8,3.7,70.0
40109980008,"Census Tract 9800.08, Oklahoma County, Oklahoma",6,66.67,0,0,0.0,0.0,0.0
40109980009,"Census Tract 9800.09, Oklahoma County, Oklahoma",58,39.66,0,0,0.0,0.0,10.2
40111000100,"Census Tract 1, Okmulgee County, Oklahoma",2546,29.89,28542,36428,12.1,15.5,85.3
40111000200,"Census Tract 2, Okmulgee County, Oklahoma",2655,49.45,31143,43730,6.6,19.1,74.7
40111000300,"Census Tract 3, Okmulgee County, Oklahoma",2738,56.98,35761,40222,7.8,19.1,84.8
40111000400,"Census Tract 4, Okmulgee County, Oklahoma",4456,55.12,47063,87391,19.0,12.3,82.6
40111000500,"Census Tract 5, Okmulgee County, Oklahoma",3624,67.19,67857,73469,20.5,8.0,91.7
40111000601,"Census Tract 6.01, Okmulgee County, Oklahoma",3015,66.93,65104,79485,17.9,8.7,86.7
40111000602,"Census Tract 6.02, Okmulgee County, Oklahoma",4086,66.42,61107,73106,13.0,11.3,84.1
40111000700,"Census Tract 7, Okmulgee County, Oklahoma",3558,63.97,64766,74551,18.8,12.5,86.6
40111000800,"Census Tract 8, Okmulgee County, Oklahoma",2809,64.36,54500,68043,11.1,13.0,86.0
40111000901,"Census Tract 9.01, Okmulgee County, Oklahoma",2919,66.77,57446,66957,22.0,7.7,84.7
40111000902,"Census Tract 9.02, Okmulgee County, Oklahoma",4300,65.14,37273,50634,10.9,22.5,79.4
40113940001,"Census Tract 9400.01, Osage County, Oklahoma",5393,59.52,43589,54921,9.6,18.9,85.2
40113940003,"Census Tract 9400.03, Osage County, Oklahoma",4406,68.57,56190,83922,16.0,10.6,87.1
40113940004,"Census Tract 9400.04, Osage County, Oklahoma",2356,69.31,59048,75730,23.9,9.4,87.6
40113940005,"Census Tract 9400.05, Osage County, Oklahoma",4075,67.31,72621,93263,24.7,9.2,91.0
40113940006,"Census Tract 9400.06, Osage County, Oklahoma",5403,13.53,47957,54982,27.6,8.0,85.3
40113940007,"Census Tract 9400.07, Osage County, Oklahoma",4480,77.63,60667,74613,17.3,8.8,91.1
40113940008,"Census Tract 9400.08, Osage County, Oklahoma",2858,69.52,61563,72137,20.5,9.0,87.9
40113940009,"Census Tract 9400.09, Osage County, Oklahoma",3521,73.45,82917,97594,24.7,7.4,89.5
40113940011,"Census Tract 9400.11, Osage County, Oklahoma",1220,74.02,59531,71283,19.6,13.2,85.5
40113940012,"Census Tract 9400.12, Osage County, Oklahoma",2014,50.25,37969,55681,20.8,8.6,72.3
40113940013,"Census Tract 9400.13, Osage County, Oklahoma",2195,51.30,42250,53008,11.2,14.2,79.3
40113940014,"Census Tract 9400.14, Osage County, Oklahoma",3914,69.21,68276,82069,21.9,10.8,91.0
40113940015,"Census Tract 9400.15, Osage County, Oklahoma",3983,69.39,42875,54469,11.5,9.5,88.1
40115574100,"Census Tract 5741, Ottawa County, Oklahoma",3855,63.37,52904,71406,14.1,12.5,84.1
40115574200,"Census Tract 5742, Ottawa County, Oklahoma",2766,58.24,36042,46390,9.8,22.8,78.2
40115574300,"Census Tract 5743, Ottawa County, Oklahoma",2806,64.36,39028,46780,14.8,15.6,78.4
40115574400,"Census Tract 5744, Ottawa County, Oklahoma",2475,65.70,31026,42742,10.1,16.9,83.4
40115574500,"Census Tract 5745, Ottawa County, Oklahoma",2033,66.11,28233,39282,11.4,19.1,78.4
40115574600,"Census Tract 5746, Ottawa County, Oklahoma",4327,62.84,47132,66908,23.2,11.1,81.6
40115574700,"Census Tract 5747, Ottawa County, Oklahoma",4654,64.95,60250,67781,24.7,7.8,87.8
40115574800,"Census Tract 5748, Ottawa County, Oklahoma",3953,65.57,38542,50786,11.6,11.2,81.7
40115574900,"Census Tract 5749, Ottawa County, Oklahoma",3416,64.43,43860,59071,12.6,14.4,82.0
40117957100,"Census Tract 9571, Pawnee County, Oklahoma",3715,77.82,49250,60751,19.0,8.9,85.8
40117957200,"Census Tract 9572, Pawnee County, Oklahoma",4223,77.95,64509,73563,14.9,10.1,85.7
40117957300,"Census Tract 9573, Pawnee County, Oklahoma",3066,79.03,48542,64973,10.5,15.4,82.3
40117957400,"Census Tract 9574, Pawnee County, Oklahoma",2380,78.40,53426,75534,25.4,11.5,88.4
40117957500,"Census Tract 9575, Pawnee County, Oklahoma",2169,56.71,37670,58150,18.7,12.4,78.6
40119010101,"Census Tract 101.01, Payne County, Oklahoma",5146,74.85,52569,61463,37.3,6.8,81.0
40119010102,"Census Tract 101.02, Payne County, Oklahoma",4955,66.36,34680,43719,53.9,4.7,87.2
40119010201,"Census Tract 102.01, Payne County, Oklahoma",3017,73.09,47250,68995,42.8,6.2,90.0
40119010202,"Census Tract 102.02, Payne County, Oklahoma",2440,62.95,22565,43809,66.9,7.3,90.8
40119010300,"Census Tract 103, Payne County, Oklahoma",3997,81.29,23711,40779,72.1,2.0,96.7
40119010400,"Census Tract 104, Payne County, Oklahoma",5087,57.79,30625,30799,81.6,0.1,95.6
40119010501,"Census Tract 105.01, Payne County, Oklahoma",721,69.49,18075,21192,17.5,42.5,72.0
40119010502,"Census Tract 105.02, Payne County, Oklahoma",812,63.92,28309,64594,60.5,8.1,90.9
40119010503,"Census Tract 105.03, Payne County, Oklahoma",2417,72.24,16121,21759,72.8,0.0,94.8
40119010600,"Census Tract 106, Payne County, Oklahoma",5078,72.71,33313,47061,34.3,6.2,87.3
40119010700,"Census Tract 107, Payne County, Oklahoma",2799,73.42,30411,32149,19.6,8.8,74.6
40119010800,"Census Tract 108, Payne County, Oklahoma",2174,77.37,24031,35001,31.7,9.6,85.8
40119010901,"Census Tract 109.01, Payne County, Oklahoma",2950,81.53,109805,115294,67.0,0.9,99.4
40119010902,"Census Tract 109.02, Payne County, Oklahoma",6880,73.92,79493,93257,68.0,2.9,97.3
40119011001,"Census Tract 110.01, Payne County, Oklahoma",3517,80.13,64583,98945,47.1,6.6,86.9
40119011002,"Census Tract 110.02, Payne County, Oklahoma",3200,81.81,77955,89592,58.6,1.1,92.6
40119011101,"Census Tract 111.01, Payne County, Oklahoma",5507,79.43,61525,72047,25.9,11.3,87.7
40119011103,"Census Tract 111.03, Payne County, Oklahoma",2890,83.08,59853,71560,35.6,11.3,87.7
40119011104,"Census Tract 111.04, Payne County, Oklahoma",3789,79.47,48705,51274,19.7,17.6,73.1
40119011200,"Census Tract 112, Payne County, Oklahoma",2177,80.89,33710,51631,11.7,8.3,73.7
40119011301,"Census Tract 113.01, Payne County, Oklahoma",3438,78.42,48929,66205,12.2,10.8,84.7
40119011302,"Census Tract 113.02, Payne County, Oklahoma",3771,77.49,51053,64360,24.9,7.9,87.5
40119011400,"Census Tract 114, Payne County, Oklahoma",4884,67.51,40363,53793,4.9,16.0,80.3
40121485601,"Census Tract 4856.01, Pittsburg County, Oklahoma",1049,76.84,42393,71754,21.0,10.1,82.1
40121485602,"Census Tract 4856.02, Pittsburg County, Oklahoma",1550,75.55,53356,62106,28.9,8.8,84.4
40121485700,"Census Tract 4857, Pittsburg County, Oklahoma",2224,67.58,42981,56703,8.9,13.6,80.8
40121485800,"Census Tract 4858, Pittsburg County, Oklahoma",4125,72.95,51514,66432,19.4,13.6,81.0
40121485900,"Census Tract 4859, Pittsburg County, Oklahoma",2215,70.61,53472,77794,17.7,12.6,86.4
40121486000,"Census Tract 4860, Pittsburg County, Oklahoma",4826,69.37,53309,67000,16.4,8.4,86.0
40121486100,"Census Tract 4861, Pittsburg County, Oklahoma",4637,62.54,34043,51186,16.9,14.5,75.9
40121486200,"Census Tract 4862, Pittsburg County, Oklahoma",3594,60.77,39706,49949,12.5,21.8,79.9
40121486300,"Census Tract 4863, Pittsburg County, Oklahoma",1417,47.07,0,69522,3.1,33.1,100.0
40121486400,"Census Tract 4864, Pittsburg County, Oklahoma",2473,59.68,27031,40283,10.2,20.8,72.5
40121486500,"Census Tract 4865, Pittsburg County, Oklahoma",5929,66.99,52599,80914,31.6,5.9,86.6
40121486600,"Census Tract 4866, Pittsburg County, Oklahoma",3012,70.15,77692,93214,24.4,11.1,86.2
40121486700,"Census Tract 4867, Pittsburg County, Oklahoma",4817,65.00,50714,68764,15.8,11.1,83.7
40121486800,"Census Tract 4868, Pittsburg County, Oklahoma",1905,62.89,54297,63290,15.0,12.7,82.5
40123088600,"Census Tract 886, Pontotoc County, Oklahoma",5205,62.57,60893,71732,23.4,7.9,87.9
40123088700,"Census Tract 887, Pontotoc County, Oklahoma",2349,66.84,62862,77045,27.9,13.2,84.5
40123088801,"Census Tract 888.01, Pontotoc County, Oklahoma",4728,66.50,81964,90601,44.9,5.2,87.4
40123088802,"Census Tract 888.02, Pontotoc County, Oklahoma",3251,52.54,49479,69894,32.0,14.3,82.4
40123088900,"Census Tract 889, Pontotoc County, Oklahoma",3620,53.26,45843,56967,26.4,12.3,75.3
40123089000,"Census Tract 890, Pontotoc County, Oklahoma",4255,60.40,59912,74297,35.7,8.0,82.3
40123089100,"Census Tract 891, Pontotoc County, Oklahoma",2308,50.30,24734,37907,21.9,15.0,77.9
40123089200,"Census Tract 892, Pontotoc County, Oklahoma",1405,57.44,33319,39182,11.8,28.2,71.7
40123089300,"Census Tract 893, Pontotoc County, Oklahoma",4031,58.84,53472,70039,33.4,7.9,79.2
40123089598,"Census Tract 895.98, Pontotoc County, Oklahoma",5006,67.70,71573,87103,22.0,10.2,84.0
40123089600,"Census Tract 896, Pontotoc County, Oklahoma",1907,71.58,55435,63793,25.2,13.3,88.4
40125500200,"Census Tract 5002, Pottawatomie County, Oklahoma",2993,59.04,24404,30746,8.5,19.0,75.9
40125500301,"Census Tract 5003.01, Pottawatomie County, Oklahoma",3424,58.27,54194,75326,26.8,11.1,80.6
40125500302,"Census Tract 5003.02, Pottawatomie County, Oklahoma",2696,58.94,47250,55612,15.8,16.2,77.1
40125500400,"Census Tract 5004, Pottawatomie County, Oklahoma",3386,67.69,47865,56832,21.6,14.4,82.5
40125500500,"Census Tract 5005, Pottawatomie County, Oklahoma",4582,63.18,45753,49119,15.4,16.1,83.8
40125500600,"Census Tract 5006, Pottawatomie County, Oklahoma",3400,71.35,52179,63396,27.6,8.1,82.3
40125500700,"Census Tract 5007, Pottawatomie County, Oklahoma",3645,59.97,50769,64645,26.1,7.4,93.5
40125500800,"Census Tract 5008, Pottawatomie County, Oklahoma",4279,77.66,65625,79029,41.5,3.6,96.5
40125500901,"Census Tract 5009.01, Pottawatomie County, Oklahoma",5050,71.15,79193,93706,24.5,7.6,92.6
40125500902,"Census Tract 5009.02, Pottawatomie County, Oklahoma",2538,74.94,56507,62657,23.3,13.1,85.1
40125501003,"Census Tract 5010.03, Pottawatomie County, Oklahoma",4776,77.35,76063,90202,16.9,11.9,90.5
40125501004,"Census Tract 5010.04, Pottawatomie County, Oklahoma",4060,75.67,56486,69652,20.9,12.4,87.4
40125501005,"Census Tract 5010.05, Pottawatomie County, Oklahoma",6009,69.63,65349,80357,14.1,10.8,92.7
40125501006,"Census Tract 5010.06, Pottawatomie County, Oklahoma",3375,73.21,53571,79826,23.7,7.7,92.6
40125501101,"Census Tract 5011.01, Pottawatomie County, Oklahoma",5923,66.45,56309,73373,13.7,14.4,86.9
40125501103,"Census Tract 5011.03, Pottawatomie County, Oklahoma",1547,76.54,58519,61072,11.7,18.1,84.2
40125501104,"Census Tract 5011.04, Pottawatomie County, Oklahoma",4380,72.47,58750,73302,16.2,10.9,81.7
40125501105,"Census Tract 5011.05, Pottawatomie County, Oklahoma",1994,71.56,48819,58774,25.0,10.0,81.0
40125501201,"Census Tract 5012.01, Pottawatomie County, Oklahoma",1681,76.20,52727,64139,15.7,10.2,80.6
40125501300,"Census Tract 5013, Pottawatomie County, Oklahoma",2716,77.06,58162,69418,16.0,10.1,87.1
40127097600,"Census Tract 976, Pushmataha County, Oklahoma",2627,69.97,40068,52645,13.0,15.9,78.0
40127097701,"Census Tract 977.01, Pushmataha County, Oklahoma",2714,67.98,30846,40808,14.7,18.2,79.4
40127097702,"Census Tract 977.02, Pushmataha County, Oklahoma",2900,72.59,46953,62912,16.5,9.8,78.1
40127097800,"Census Tract 978, Pushmataha County, Oklahoma",2571,66.86,44950,59532,16.5,14.3,80.7
40129960000,"Census Tract 9600, Roger Mills County, Oklahoma",3442,85.56,58385,90856,20.0,8.7,85.9
40131050101,"Census Tract 501.01, Rogers County, Oklahoma",4998,58.16,49935,59692,13.8,12.6,81.6
40131050103,"Census Tract 501.03, Rogers County, Oklahoma",2482,63.74,48523,67203,23.7,11.4,84.5
40131050104,"Census Tract 501.04, Rogers County, Oklahoma",2148,59.54,39808,50194,14.2,9.1,79.8
40131050105,"Census Tract 501.05, Rogers County, Oklahoma",5383,67.81,68932,89198,35.5,6.1,89.7
40131050201,"Census Tract 502.01, Rogers County, Oklahoma",2614,64.38,62434,82147,28.7,7.7,92.8
40131050202,"Census Tract 502.02, Rogers County, Oklahoma",2972,60.30,41500,52218,18.9,12.4,83.3
40131050203,"Census Tract 502.03, Rogers County, Oklahoma",1507,69.41,64938,79968,22.0,9.4,85.9
40131050301,"Census Tract 503.01, Rogers County, Oklahoma",2501,66.21,54881,66168,11.5,11.2,83.6
40131050302,"Census Tract 503.02, Rogers County, Oklahoma",2634,65.64,55435,67533,12.2,11.2,79.7
40131050303,"Census Tract 503.03, Rogers County, Oklahoma",3084,64.98,91429,97847,24.6,9.7,92.2
40131050304,"Census Tract 503.04, Rogers County, Oklahoma",3305,70.83,76188,91376,30.8,4.5,90.7
40131050403,"Census Tract 504.03, Rogers County, Oklahoma",5489,68.83,88598,111888,26.9,5.1,91.5
40131050404,"Census Tract 504.04, Rogers County, Oklahoma",7678,68.44,74516,91877,31.5,6.8,93.5
40131050405,"Census Tract 504.05, Rogers County, Oklahoma",4221,75.36,130089,190877,51.5,5.6,94.2
40131050406,"Census Tract 504.06, Rogers County, Oklahoma",3645,76.46,132297,164851,43.5,2.0,94.4
40131050407,"Census Tract 504.07, Rogers County, Oklahoma",2338,62.06,77994,88182,21.4,7.9,89.7
40131050408,"Census Tract 504.08, Rogers County, Oklahoma",2902,62.30,55492,73480,19.1,12.8,88.3
40131050409,"Census Tract 504.09, Rogers County, Oklahoma",1887,63.49,85000,97417,21.9,9.7,86.8
40131050501,"Census Tract 505.01, Rogers County, Oklahoma",3258,70.14,72411,90030,22.1,7.8,91.4
40131050502,"Census Tract 505.02, Rogers County, Oklahoma",3391,70.51,55673,67375,14.6,14.9,80.5
40131050601,"Census Tract 506.01, Rogers County, Oklahoma",3934,66.57,56579,76584,23.3,6.2,89.1
40131050602,"Census Tract 506.02, Rogers County, Oklahoma",3638,68.55,85202,91199,30.8,4.2,93.8
40131050603,"Census Tract 506.03, Rogers County, Oklahoma",2450,70.20,86734,98970,27.9,2.7,91.7
40131050604,"Census Tract 506.04, Rogers County, Oklahoma",3996,69.74,82901,104180,18.7,5.8,87.6
40131050701,"Census Tract 507.01, Rogers County, Oklahoma",2107,57.66,37134,45783,11.5,15.3,75.9
40131050702,"Census Tract 507.02, Rogers County, Oklahoma",3010,63.49,58346,62815,15.4,14.9,81.9
40131050801,"Census Tract 508.01, Rogers County, Oklahoma",4531,68.33,82273,92340,19.7,8.2,88.6
40131050802,"Census Tract 508.02, Rogers County, Oklahoma",3137,68.44,84438,93680,26.7,5.4,83.7
40133583100,"Census Tract 5831, Seminole County, Oklahoma",1594,70.45,47895,58774,17.5,14.9,74.7
40133583200,"Census Tract 5832, Seminole County, Oklahoma",3198,69.39,56005,68668,18.9,10.3,84.7
40133583300,"Census Tract 5833, Seminole County, Oklahoma",2466,68.53,46000,53657,10.9,22.4,80.2
40133583400,"Census Tract 5834, Seminole County, Oklahoma",4266,57.17,36993,47161,17.3,15.6,74.2
40133583500,"Census Tract 5835, Seminole County, Oklahoma",1938,58.72,25168,42145,11.0,21.1,74.2
40133583600,"Census Tract 5836, Seminole County, Oklahoma",3832,48.67,36494,46055,11.9,18.7,79.7
40133583700,"Census Tract 5837, Seminole County, Oklahoma",2008,71.61,48929,62122,13.7,14.3,82.4
40133583800,"Census Tract 5838, Seminole County, Oklahoma",2632,58.55,36917,50519,14.5,13.8,76.7
40133583900,"Census Tract 5839, Seminole County, Oklahoma",1622,60.73,40500,53213,9.7,12.8,78.1
40135030101,"Census Tract 301.01, Sequoyah County, Oklahoma",4077,53.03,44429,57098,16.6,17.7,82.6
40135030103,"Census Tract 301.03, Sequoyah County, Oklahoma",2437,58.92,39271,51867,10.7,16.3,83.6
40135030105,"Census Tract 301.05, Sequoyah County, Oklahoma",4359,63.66,41821,54907,10.5,17.2,82.4
40135030106,"Census Tract 301.06, Sequoyah County, Oklahoma",2322,63.26,43261,57303,12.1,20.9,71.0
40135030201,"Census Tract 302.01, Sequoyah County, Oklahoma",2277,63.55,48693,74203,19.2,13.6,81.4
40135030202,"Census Tract 302.02, Sequoyah County, Oklahoma",5026,52.45,44048,53978,17.0,17.6,79.9
40135030301,"Census Tract 303.01, Sequoyah County, Oklahoma",2099,55.41,43357,52809,14.4,17.7,81.0
40135030303,"Census Tract 303.03, Sequoyah County, Oklahoma",3474,54.49,24250,47557,12.5,25.8,76.9
40135030304,"Census Tract 303.04, Sequoyah County, Oklahoma",3232,57.33,49848,59234,22.9,12.3,85.3
40135030401,"Census Tract 304.01, Sequoyah County, Oklahoma",3630,62.53,44980,61339,12.8,16.3,80.6
40135030403,"Census Tract 304.03, Sequoyah County, Oklahoma",3374,62.27,45893,59608,12.8,15.2,72.6
40135030404,"Census Tract 304.04, Sequoyah County, Oklahoma",2974,57.94,37885,50682,7.5,19.6,83.1
40137000101,"Census Tract 1.01, Stephens County, Oklahoma",5573,77.91,53558,64615,21.0,10.8,84.1
40137000102,"Census Tract 1.02, Stephens County, Oklahoma",3121,79.21,46136,62275,21.8,9.8,85.8
40137000200,"Census Tract 2, Stephens County, Oklahoma",3866,80.52,74766,100192,30.3,10.9,84.3
40137000300,"Census Tract 3, Stephens County, Oklahoma",2137,73.23,51490,58990,20.2,18.7,85.4
40137000400,"Census Tract 4, Stephens County, Oklahoma",5221,69.53,48621,59698,12.3,18.2,81.9
40137000600,"Census Tract 6, Stephens County, Oklahoma",2987,64.48,31000,38327,7.7,21.7,82.8
40137000800,"Census Tract 8, Stephens County, Oklahoma",5006,84.58,71836,93444,19.5,6.9,89.5
40137000901,"Census Tract 9.01, Stephens County, Oklahoma",4619,83.16,52500,67712,24.3,8.7,91.5
40137000902,"Census Tract 9.02, Stephens County, Oklahoma",3328,81.76,49202,61098,10.8,11.9,79.8
40137001000,"Census Tract 10, Stephens County, Oklahoma",1979,77.01,60547,67273,16.5,9.7,85.1
40137001100,"Census Tract 11, Stephens County, Oklahoma",5011,81.68,46315,65519,10.6,12.6,87.6
40139950600,"Census Tract 9506, Texas County, Oklahoma",3601,62.45,50000,58057,27.0,19.5,88.5
40139950700,"Census Tract 9507, Texas County, Oklahoma",2755,65.19,58083,65794,35.0,22.8,93.1
40139950800,"Census Tract 9508, Texas County, Oklahoma",5708,33.57,48882,52056,16.7,37.3,74.7
40139950901,"Census Tract 9509.01, Texas County, Oklahoma",2280,18.95,43326,43439,20.0,53.7,78.5
40139950902,"Census Tract 9509.02, Texas County, Oklahoma",5590,50.21,54435,67255,29.8,19.5,83.6
40139951000,"Census Tract 9510, Texas County, Oklahoma",1450,64.55,53679,67141,32.7,12.5,82.4
40141070100,"Census Tract 701, Tillman County, Oklahoma",928,75.43,61167,67733,17.3,17.5,88.8
40141070200,"Census Tract 702, Tillman County, Oklahoma",1051,69.46,37500,54653,19.6,13.7,82.7
40141070300,"Census Tract 703, Tillman County, Oklahoma",2253,65.02,41644,54910,20.4,18.7,84.2
40141070400,"Census Tract 704, Tillman County, Oklahoma",1413,54.71,26806,38526,11.6,27.1,87.2
40141070500,"Census Tract 705, Tillman County, Oklahoma",1323,66.97,45083,57278,16.6,27.6,88.7
40143000200,"Census Tract 2, Tulsa County, Oklahoma",1380,8.55,39375,50664,9.7,11.9,79.5
40143000300,"Census Tract 3, Tulsa County, Oklahoma",3986,25.99,36008,44447,6.8,29.6,72.3
40143000400,"Census Tract 4, Tulsa County, Oklahoma",4340,30.44,31489,41414,5.9,33.9,70.4
40143000500,"Census Tract 5, Tulsa County, Oklahoma",2331,10.73,22554,33575,13.6,11.9,86.6
40143000800,"Census Tract 8, Tulsa County, Oklahoma",1342,20.34,50774,62471,27.2,9.1,90.3
40143000900,"Census Tract 9, Tulsa County, Oklahoma",1205,35.52,64196,78890,36.6,5.4,85.0
40143001000,"Census Tract 10, Tulsa County, Oklahoma",1366,10.61,20278,35998,13.6,14.4,78.8
40143001200,"Census Tract 12, Tulsa County, Oklahoma",1730,27.57,44263,48511,2.2,38.9,69.1
40143001300,"Census Tract 13, Tulsa County, Oklahoma",2172,34.53,38250,45711,7.5,44.8,63.3
40143001400,"Census Tract 14, Tulsa County, Oklahoma",5409,35.11,36295,41979,8.6,36.1,71.7
40143001500,"Census Tract 15, Tulsa County, Oklahoma",4241,46.66,34725,45874,10.4,25.3,69.6
40143001600,"Census Tract 16, Tulsa County, Oklahoma",5424,35.03,37135,42744,4.8,29.7,73.6
40143001700,"Census Tract 17, Tulsa County, Oklahoma",2521,63.07,50396,59329,34.0,9.8,81.0
40143001800,"Census Tract 18, Tulsa County, Oklahoma",1918,62.20,52266,61658,27.3,11.3,81.3
40143001900,"Census Tract 19, Tulsa County, Oklahoma",1600,67.00,55938,72465,37.8,6.1,85.8
40143002000,"Census Tract 20, Tulsa County, Oklahoma",1792,59.60,50793,56186,42.7,13.3,78.2
40143002100,"Census Tract 21, Tulsa County, Oklahoma",3130,61.31,17862,30042,46.6,2.4,92.1
40143002301,"Census Tract 23.01, Tulsa County, Oklahoma",2356,56.45,32829,52601,14.0,29.6,78.6
40143002500,"Census Tract 25, Tulsa County, Oklahoma",4984,61.62,49617,71940,32.6,14.7,86.1
40143002700,"Census Tract 27, Tulsa County, Oklahoma",2836,56.42,42639,52964,20.6,13.1,74.6
40143002900,"Census Tract 29, Tulsa County, Oklahoma",2689,65.71,44865,54330,13.5,15.6,79.3
40143003000,"Census Tract 30, Tulsa County, Oklahoma",1818,62.82,34432,41412,5.7,29.4,72.1
40143003100,"Census Tract 31, Tulsa County, Oklahoma",2468,74.43,54604,68905,55.6,3.3,86.8
40143003200,"Census Tract 32, Tulsa County, Oklahoma",1479,76.94,95938,152733,72.7,1.4,94.2
40143003300,"Census Tract 33, Tulsa County, Oklahoma",1978,77.20,70284,96288,61.6,0.3,91.7
40143003400,"Census Tract 34, Tulsa County, Oklahoma",2309,65.61,39549,58011,31.5,7.5,75.9
40143003500,"Census Tract 35, Tulsa County, Oklahoma",2044,73.53,60875,77659,51.2,3.4,83.6
40143003600,"Census Tract 36, Tulsa County, Oklahoma",2041,78.88,78106,97342,53.1,5.7,93.8
40143003700,"Census Tract 37, Tulsa County, Oklahoma",2527,74.04,69643,84390,44.0,7.0,89.1
40143003800,"Census Tract 38, Tulsa County, Oklahoma",1854,64.24,57407,71710,28.2,8.4,81.2
40143003900,"Census Tract 39, Tulsa County, Oklahoma",4040,69.55,54332,63353,42.3,6.5,87.0
40143004000,"Census Tract 40, Tulsa County, Oklahoma",4209,72.82,51856,71667,47.8,5.5,91.5
40143004101,"Census Tract 41.01, Tulsa County, Oklahoma",2292,83.12,194250,243944,75.4,0.7,97.8
40143004200,"Census Tract 42, Tulsa County, Oklahoma",2879,81.87,100357,176316,75.3,0.8,97.5
40143004301,"Census Tract 43.01, Tulsa County, Oklahoma",2214,87.08,216667,290351,74.6,1.7,98.3
40143004302,"Census Tract 43.02, Tulsa County, Oklahoma",3414,84.18,130568,176566,71.1,3.7,95.1
40143004400,"Census Tract 44, Tulsa County, Oklahoma",2102,76.40,60603,85408,57.5,0.6,91.1
40143004500,"Census Tract 45, Tulsa County, Oklahoma",2524,83.16,159861,213464,72.2,0.0,98.0
40143004600,"Census Tract 46, Tulsa County, Oklahoma",3190,36.58,27198,39615,24.0,14.2,83.2
40143004700,"Census Tract 47, Tulsa County, Oklahoma",1962,65.34,49674,58790,14.2,12.2,84.6
40143004800,"Census Tract 48, Tulsa County, Oklahoma",4384,63.75,47054,52969,17.9,10.9,81.8
40143004900,"Census Tract 49, Tulsa County, Oklahoma",1666,55.76,37604,46299,8.6,17.1,78.1
40143005001,"Census Tract 50.01, Tulsa County, Oklahoma",1899,70.93,54594,69938,34.4,9.3,80.8
40143005002,"Census Tract 50.02, Tulsa County, Oklahoma",3475,69.18,47872,110517,47.4,5.8,87.5
40143005100,"Census Tract 51, Tulsa County, Oklahoma",1952,76.69,138047,194139,63.8,2.1,97.3
40143005200,"Census Tract 52, Tulsa County, Oklahoma",2984,69.71,79856,129817,59.6,4.4,91.6
40143005300,"Census Tract 53, Tulsa County, Oklahoma",4618,69.03,62316,68840,37.6,4.2,89.6
40143005401,"Census Tract 54.01, Tulsa County, Oklahoma",3520,66.48,102778,109773,28.2,8.2,92.4
40143005403,"Census Tract 54.03, Tulsa County, Oklahoma",4143,68.65,50616,61359,19.0,9.1,85.0
40143005404,"Census Tract 54.04, Tulsa County, Oklahoma",4835,66.66,83464,92329,26.9,6.5,89.2
40143005500,"Census Tract 55, Tulsa County, Oklahoma",3564,72.22,64867,83202,26.6,9.3,88.6
40143005600,"Census Tract 56, Tulsa County, Oklahoma",2479,65.91,49286,59890,15.5,15.7,85.4
40143005700,"Census Tract 57, Tulsa County, Oklahoma",2229,12.74,39342,43929,10.8,15.9,83.9
40143005801,"Census Tract 58.01, Tulsa County, Oklahoma",4114,64.75,53432,62384,16.7,11.1,84.3
40143005805,"Census Tract 58.05, Tulsa County, Oklahoma",7369,66.98,55760,74395,29.7,7.6,88.1
40143005808,"Census Tract 58.08, Tulsa County, Oklahoma",4154,69.09,113281,128592,31.2,4.4,93.6
40143005809,"Census Tract 58.09, Tulsa County, Oklahoma",8362,71.04,76989,88752,43.4,3.7,96.0
40143005810,"Census Tract 58.10, Tulsa County, Oklahoma",3660,66.04,86510,90122,22.1,7.1,87.5
40143005811,"Census Tract 58.11, Tulsa County, Oklahoma",4668,67.37,74706,89586,34.8,4.1,95.5
40143005812,"Census Tract 58.12, Tulsa County, Oklahoma",3439,74.09,114135,119587,50.8,2.2,91.3
